ID_Cliente,Evasion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Servicio_Telefono,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Backup_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Iipo_Internet,Cuentas_Diarias
0219-Qaerp,No,Masculino,0,Sí,No,30,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Tarjeta De Crédito (Automático),19.8,576.65,No,0.66
0219-Ytzue,Sí,Masculino,0,Sí,Sí,4,Sí,Sí,Fibra Optica,No,Sí,Sí,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),84.8,371.9,Fiber Optic,2.83
0220-Ebgce,Sí,Masculino,0,No,No,2,Sí,No,Fibra Optica,No,No,Sí,No,No,Sí,Mensual,Yes,Cheque Electronico,85.85,167.3,Fiber Optic,2.86
0221-Nauxk,No,Masculino,0,No,Sí,10,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,Yes,Transferencia Bancaria (Automática),19.95,219.5,No,0.66
0221-Wmxnq,No,Masculino,1,No,No,4,Sí,No,Fibra Optica,Sí,No,No,No,No,No,Mensual,No,Cheque Electronico,75.35,273.4,Fiber Optic,2.51
0222-Cnvpt,No,Masculino,1,No,No,52,No,Sin Servicio De Teléfono,Dsl,Sí,No,No,No,Sí,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),48.8,2555.05,Dsl,1.63
0224-Hjapt,Sí,Masculino,0,No,No,5,Sí,Sí,Dsl,No,No,No,No,No,No,Mensual,No,Cheque Electronico,47.15,223.15,Dsl,1.57
0224-Nijlp,No,Masculino,0,Sí,Sí,8,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,20.15,165.5,No,0.67
0224-Rlwwd,No,Femenino,1,No,No,2,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,44.3,89.3,Dsl,1.48
0225-Zorzp,No,Masculino,0,No,No,3,Sí,No,Fibra Optica,No,Sí,No,No,No,Sí,Mensual,No,Cheque Electronico,84.3,235.05,Fiber Optic,2.81
0228-Mauwc,No,Masculino,0,No,No,19,Sí,Sí,Dsl,No,No,Sí,Sí,No,No,Mensual,No,Cheque Electronico,59.55,1144.6,Dsl,1.98
0229-Lfjaf,No,Masculino,0,No,No,72,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,No,No,Bienal,No,Transferencia Bancaria (Automática),69.65,4908.25,Dsl,2.32
0230-Ubypq,No,Masculino,1,Sí,No,63,No,Sin Servicio De Teléfono,Dsl,Sí,No,No,Sí,No,No,Anual,No,Transferencia Bancaria (Automática),36.1,2298.9,Dsl,1.2
0230-Wequw,No,Masculino,0,Sí,No,66,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,Sí,Sí,Sí,No,Bienal,Yes,Transferencia Bancaria (Automática),56.6,3789.2,Dsl,1.89
0231-Lxvap,Sí,Masculino,0,No,No,1,Sí,No,Fibra Optica,No,No,No,Sí,No,No,Mensual,Yes,Cheque Electronico,75.9,75.9,Fiber Optic,2.53
0233-Fthav,No,Femenino,0,No,No,60,Sí,Sí,Fibra Optica,No,No,Sí,No,No,No,Anual,Yes,Transferencia Bancaria (Automática),79.2,4765.0,Fiber Optic,2.64
0234-Tevtt,No,Femenino,0,Sí,Sí,48,No,Sin Servicio De Teléfono,Dsl,Sí,No,Sí,No,No,Sí,Anual,No,Tarjeta De Crédito (Automático),45.0,2196.3,Dsl,1.5
0235-Kgslc,Sí,Femenino,0,No,No,1,Sí,No,Fibra Optica,No,No,Sí,No,Sí,No,Mensual,Yes,Tarjeta De Crédito (Automático),85.55,85.55,Fiber Optic,2.85
0236-Hfwsv,Sí,Masculino,0,No,No,15,Sí,Sí,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,93.35,1444.65,Fiber Optic,3.11
0237-Yfutl,No,Femenino,0,Sí,No,50,Sí,Sí,Fibra Optica,Sí,Sí,No,Sí,Sí,Sí,Mensual,Yes,Transferencia Bancaria (Automática),109.65,5405.8,Fiber Optic,3.66
0238-Whbiq,No,Masculino,0,Sí,Sí,72,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),89.7,6339.3,Dsl,2.99
0239-Oxexl,No,Femenino,0,No,No,46,Sí,Sí,Fibra Optica,Sí,Sí,No,No,No,No,Mensual,No,Cheque Enviado,84.25,3847.6,Fiber Optic,2.81
0244-Lgnfy,No,Femenino,0,Sí,Sí,72,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Transferencia Bancaria (Automática),92.65,6733.0,Dsl,3.09
0247-Sluji,No,Masculino,0,Sí,Sí,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.7,19.7,No,0.66
0248-Ipdfw,No,Femenino,0,No,No,1,Sí,Sí,Dsl,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,50.1,50.1,Dsl,1.67
0248-Pghbz,No,Femenino,1,No,No,67,Sí,No,Fibra Optica,Sí,Sí,No,Sí,Sí,No,Bienal,Yes,Transferencia Bancaria (Automática),92.45,6140.85,Fiber Optic,3.08
0253-Zteob,No,Femenino,0,Sí,Sí,48,Sí,Sí,Dsl,No,Sí,No,Sí,Sí,Sí,Bienal,No,Cheque Electronico,79.65,3870.3,Dsl,2.66
0254-Fnmci,No,Femenino,0,No,No,72,Sí,No,Fibra Optica,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Cheque Electronico,109.9,7624.2,Fiber Optic,3.66
0254-Kcjgt,No,Masculino,0,Sí,No,52,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,No,Sí,Anual,Yes,Tarjeta De Crédito (Automático),81.4,4354.45,Dsl,2.71
0254-Wwrkd,No,Femenino,0,Sí,Sí,67,Sí,No,Dsl,No,Sí,No,No,No,No,Anual,No,Tarjeta De Crédito (Automático),50.55,3431.75,Dsl,1.68
0256-Lthvj,Sí,Femenino,0,Sí,Sí,28,Sí,No,Fibra Optica,No,No,No,No,No,Sí,Mensual,Yes,Cheque Electronico,81.05,2227.1,Fiber Optic,2.7
0257-Kxzgu,No,Femenino,0,Sí,Sí,32,Sí,Sí,Dsl,No,Sí,Sí,No,No,No,Mensual,No,Transferencia Bancaria (Automática),62.45,2045.55,Dsl,2.08
0257-Zesqc,Sí,Femenino,1,Sí,No,27,Sí,No,Fibra Optica,Sí,No,No,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),75.2,1929.35,Fiber Optic,2.51
0258-Nokbl,No,Masculino,0,No,No,3,Sí,No,Fibra Optica,No,Sí,Sí,No,No,Sí,Mensual,No,Cheque Electronico,90.4,268.45,Fiber Optic,3.01
0259-Gbzsh,Sí,Masculino,0,No,No,2,Sí,Sí,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,85.65,181.5,Fiber Optic,2.86
0260-Zdlgk,Sí,Femenino,0,No,Sí,9,Sí,No,Dsl,No,No,Sí,Sí,Sí,Sí,Mensual,Yes,Cheque Enviado,72.9,651.4,Dsl,2.43
0263-Fjtqo,No,Masculino,0,Sí,Sí,50,Sí,Sí,Dsl,Sí,No,No,Sí,Sí,No,Bienal,Yes,Tarjeta De Crédito (Automático),70.5,3486.65,Dsl,2.35
0264-Cnitk,No,Femenino,0,Sí,Sí,71,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),20.1,1389.6,No,0.67
0265-Edxbd,Sí,Masculino,1,Sí,No,32,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,74.9,2303.35,Fiber Optic,2.5
0265-Psuae,No,Femenino,0,Sí,Sí,16,Sí,No,Fibra Optica,Sí,No,Sí,No,Sí,Sí,Mensual,No,Transferencia Bancaria (Automática),100.7,1522.7,Fiber Optic,3.36
0266-Clzkz,No,Femenino,0,Sí,Sí,67,Sí,Sí,Fibra Optica,No,No,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),105.65,6717.9,Fiber Optic,3.52
0266-Gmeao,No,Masculino,0,Sí,Sí,72,Sí,Sí,Fibra Optica,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),114.3,8058.55,Fiber Optic,3.81
0268-Qkiwo,Sí,Femenino,0,No,No,3,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Electronico,19.75,58.85,No,0.66
0269-Xfesx,No,Masculino,0,Sí,Sí,23,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,24.35,538.5,No,0.81
0270-Thenm,No,Masculino,0,Sí,Sí,72,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,No,No,Bienal,No,Transferencia Bancaria (Automática),69.85,5102.35,Dsl,2.33
0274-Jkujr,No,Masculino,0,Sí,Sí,7,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque Enviado,58.85,465.7,Dsl,1.96
0277-Bksqp,No,Masculino,0,Sí,Sí,8,Sí,No,Dsl,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,54.4,475.1,Dsl,1.81
0277-Orxqs,No,Masculino,0,Sí,Sí,66,No,Sin Servicio De Teléfono,Dsl,No,No,No,Sí,Sí,Sí,Bienal,No,Transferencia Bancaria (Automática),50.55,3364.55,Dsl,1.68
0278-Yxoog,Sí,Masculino,0,No,No,5,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,21.05,113.85,No,0.7
0280-Xjgex,Sí,Masculino,0,No,No,49,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Mensual,Yes,Transferencia Bancaria (Automática),103.7,5036.3,Fiber Optic,3.46
0281-Cntzx,No,Masculino,0,Sí,No,63,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Transferencia Bancaria (Automática),19.95,1234.8,No,0.66
0282-Nvsjs,No,Femenino,1,Sí,Sí,12,No,Sin Servicio De Teléfono,Dsl,No,No,No,Sí,No,No,Mensual,Yes,Cheque Enviado,29.3,355.9,Dsl,0.98
0285-Inhln,No,Masculino,0,Sí,Sí,27,Sí,No,Dsl,Sí,Sí,No,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),54.75,1510.3,Dsl,1.82
0289-Ivarm,No,Femenino,0,No,No,35,Sí,No,Dsl,Sí,Sí,Sí,No,No,No,Mensual,No,Cheque Electronico,60.55,1982.6,Dsl,2.02
0292-Wegch,No,Femenino,0,Sí,Sí,54,Sí,Sí,Dsl,No,Sí,Sí,Sí,Sí,Sí,Mensual,Yes,Cheque Electronico,86.2,4524.05,Dsl,2.87
0295-Pphdo,Sí,Masculino,0,No,No,1,Sí,Sí,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,95.45,95.45,Fiber Optic,3.18
0295-Qvkpb,No,Masculino,0,No,No,5,Sí,No,Dsl,No,No,Sí,Sí,Sí,No,Mensual,Yes,Tarjeta De Crédito (Automático),63.95,318.1,Dsl,2.13
0297-Rbcsg,No,Masculino,0,No,No,19,Sí,No,Dsl,No,Sí,No,Sí,No,Sí,Anual,Yes,Transferencia Bancaria (Automática),65.35,1231.85,Dsl,2.18
0298-Xacet,No,Masculino,0,Sí,Sí,52,No,Sin Servicio De Teléfono,Dsl,No,Sí,Sí,Sí,Sí,No,Bienal,No,Cheque Enviado,50.2,2554.0,Dsl,1.67
0301-Fidrb,No,Femenino,0,Sí,Sí,72,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),63.8,4684.3,Dsl,2.13
0301-Kobtq,No,Masculino,0,No,No,32,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Transferencia Bancaria (Automática),20.05,614.45,No,0.67
0302-Joivn,Sí,Femenino,0,Sí,No,8,Sí,No,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque Electronico,101.15,842.9,Fiber Optic,3.37
0303-Uncip,No,Masculino,0,No,No,41,Sí,Sí,Dsl,No,No,Sí,No,No,Sí,Anual,No,Cheque Enviado,65.0,2531.8,Dsl,2.17
0303-Wmmrn,No,Masculino,0,No,No,5,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Cheque Enviado,19.25,86.05,No,0.64
0305-Sqecb,No,Femenino,0,No,Sí,11,No,Sin Servicio De Teléfono,Dsl,Sí,No,No,Sí,No,No,Anual,Yes,Cheque Enviado,36.05,402.6,Dsl,1.2
0306-Jaele,Sí,Masculino,0,No,No,5,Sí,No,Fibra Optica,No,No,No,Sí,Sí,Sí,Mensual,Yes,Cheque Electronico,96.1,453.4,Fiber Optic,3.2
0307-Bcopk,No,Femenino,0,No,No,16,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,19.05,326.65,No,0.64
0308-Giqjt,No,Masculino,1,No,No,71,Sí,Sí,Fibra Optica,No,Sí,No,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Automática),105.75,7382.85,Fiber Optic,3.52
0308-Ivgok,No,Femenino,0,No,No,11,No,Sin Servicio De Teléfono,Dsl,No,Sí,Sí,Sí,No,No,Anual,Yes,Tarjeta De Crédito (Automático),40.4,422.6,Dsl,1.35
0310-Mvlet,Sí,Femenino,0,Sí,Sí,61,Sí,Sí,Fibra Optica,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,99.15,6010.05,Fiber Optic,3.3
0310-Sucin,No,Femenino,0,Sí,No,71,Sí,No,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Transferencia Bancaria (Automática),84.8,6046.1,Dsl,2.83
0310-Vqxam,No,Masculino,0,No,No,9,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.85,178.8,No,0.66
0311-Qywss,No,Femenino,0,No,No,6,Sí,No,Dsl,Sí,No,No,No,No,No,Mensual,Yes,Cheque Electronico,49.45,314.6,Dsl,1.65
0311-Unpff,Sí,Femenino,0,No,No,26,Sí,No,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Transferencia Bancaria (Automática),88.8,2274.35,Fiber Optic,2.96
0314-Tkosi,No,Femenino,0,No,No,6,Sí,No,Dsl,Sí,Sí,No,No,No,No,Mensual,No,Cheque Enviado,55.15,322.9,Dsl,1.84
0315-Lvcrk,No,Masculino,0,No,No,11,Sí,No,Fibra Optica,No,No,Sí,No,No,Sí,Mensual,No,Cheque Electronico,84.8,888.75,Fiber Optic,2.83
0318-Quuob,Sí,Masculino,0,Sí,No,1,Sí,No,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,80.55,80.55,Fiber Optic,2.68
0318-Zopws,No,Femenino,0,Sí,No,49,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Transferencia Bancaria (Automática),20.15,973.35,No,0.67
0319-Qztco,No,Femenino,0,Sí,Sí,3,Sí,No,Dsl,No,Sí,No,No,Sí,No,Mensual,Yes,Tarjeta De Crédito (Automático),58.7,168.6,Dsl,1.96
0320-Dwvtu,No,Femenino,0,No,No,53,Sí,No,Fibra Optica,Sí,Sí,Sí,Sí,No,Sí,Bienal,No,Cheque Enviado,99.5,5424.25,Fiber Optic,3.32
0320-Jdnqg,Sí,Masculino,0,Sí,Sí,23,Sí,No,Fibra Optica,Sí,No,No,Sí,Sí,Sí,Mensual,Yes,Cheque Electronico,99.85,2331.3,Fiber Optic,3.33
0322-Chqru,Sí,Masculino,0,No,No,2,Sí,No,Dsl,No,No,No,No,No,No,Mensual,No,Cheque Electronico,45.35,89.5,Dsl,1.51
0322-Yinqp,Sí,Masculino,0,No,No,1,Sí,No,Dsl,Sí,No,No,No,No,No,Mensual,Yes,Cheque Enviado,48.55,48.55,Dsl,1.62
0323-Xwwtn,No,Masculino,0,No,Sí,3,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Cheque Enviado,26.4,121.25,No,0.88
0324-Brpcj,Sí,Femenino,1,Sí,No,68,Sí,Sí,Fibra Optica,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,100.2,6851.65,Fiber Optic,3.34
0325-Xbfac,Sí,Masculino,0,No,No,8,Sí,No,Fibra Optica,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque Electronico,94.7,740.3,Fiber Optic,3.16
0326-Vdyxe,No,Femenino,0,Sí,No,70,Sí,Sí,Fibra Optica,No,No,Sí,No,Sí,Sí,Anual,Yes,Cheque Electronico,97.65,6982.5,Fiber Optic,3.26
0327-Wfzsy,No,Masculino,0,Sí,Sí,39,Sí,Sí,Fibra Optica,No,No,Sí,No,Sí,Sí,Anual,No,Cheque Electronico,100.0,3835.55,Fiber Optic,3.33
0328-Grpmv,Sí,Femenino,0,No,No,1,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,70.1,70.1,Fiber Optic,2.34
0329-Gtiaj,Sí,Femenino,0,No,No,3,Sí,No,Fibra Optica,No,Sí,No,Sí,Sí,Sí,Mensual,Yes,Cheque Electronico,97.9,315.3,Fiber Optic,3.26
0330-Bgyze,No,Masculino,0,Sí,No,60,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Anual,No,Transferencia Bancaria (Automática),102.5,6157.6,Fiber Optic,3.42
0330-Ivzha,Sí,Femenino,0,Sí,No,5,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,No,Cheque Electronico,69.95,330.15,Fiber Optic,2.33
0334-Gddso,Sí,Masculino,1,No,No,3,Sí,Sí,Fibra Optica,No,Sí,No,No,No,No,Mensual,Yes,Cheque Electronico,81.35,233.7,Fiber Optic,2.71
0334-Zfjsr,No,Femenino,0,Sí,No,55,Sí,Sí,Dsl,Sí,Sí,No,Sí,No,No,Anual,Yes,Tarjeta De Crédito (Automático),66.05,3462.1,Dsl,2.2
0336-Kxkfk,No,Masculino,0,No,No,72,No,Sin Servicio De Teléfono,Dsl,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),61.2,4390.25,Dsl,2.04
0336-Pikei,No,Masculino,1,Sí,No,72,Sí,No,Dsl,Sí,Sí,Sí,Sí,Sí,No,Bienal,No,Transferencia Bancaria (Automática),74.4,5360.75,Dsl,2.48
0337-Cnpze,Sí,Femenino,0,No,No,41,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Mensual,Yes,Cheque Electronico,106.3,4443.45,Fiber Optic,3.54
0343-Qluzp,No,Masculino,0,No,No,60,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,Sí,No,No,No,Bienal,No,Transferencia Bancaria (Automática),39.6,2424.5,Dsl,1.32
0345-Hkjvm,Sí,Femenino,0,No,No,6,Sí,No,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,No,Cheque Electronico,89.3,577.6,Fiber Optic,2.98
0345-Xmmug,No,Femenino,0,Sí,No,46,Sí,Sí,Fibra Optica,No,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),108.9,4854.3,Fiber Optic,3.63
0347-Ubkuz,No,Femenino,0,No,No,15,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.9,320.45,No,0.66
0348-Sdkol,Sí,Femenino,0,Sí,No,58,Sí,Sí,Fibra Optica,No,No,Sí,Sí,Sí,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),102.1,5885.4,Fiber Optic,3.4
0354-Vxmjc,No,Masculino,0,Sí,Sí,23,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),19.6,426.65,No,0.65
0354-Wyrok,Sí,Femenino,1,Sí,Sí,31,Sí,No,Fibra Optica,No,No,Sí,Sí,Sí,Sí,Mensual,Yes,Cheque Electronico,98.9,2911.3,Fiber Optic,3.3
0356-Erhvt,No,Masculino,0,Sí,No,11,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),45.9,521.9,Dsl,1.53
0356-Obmac,No,Femenino,1,No,No,56,Sí,Sí,Fibra Optica,No,Sí,Sí,Sí,Sí,No,Bienal,Yes,Transferencia Bancaria (Automática),99.9,5706.3,Fiber Optic,3.33
0357-Nvcri,No,Femenino,0,No,Sí,25,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Tarjeta De Crédito (Automático),20.05,471.7,No,0.67
0361-Hjrdx,No,Femenino,0,No,No,68,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),64.35,4539.6,Dsl,2.14
0362-Raoqo,No,Femenino,0,No,No,40,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),19.65,830.25,No,0.65
0362-Zbzwj,Sí,Masculino,0,No,No,36,Sí,Sí,Fibra Optica,No,No,No,No,No,Sí,Mensual,Yes,Cheque Electronico,84.9,3067.2,Fiber Optic,2.83
0363-Qjvfx,Sí,Masculino,0,No,No,32,Sí,Sí,Fibra Optica,Sí,Sí,No,Sí,Sí,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),108.15,3432.9,Fiber Optic,3.6
0363-Svhyr,No,Masculino,0,Sí,Sí,71,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Transferencia Bancaria (Automática),86.85,6263.8,Dsl,2.9
0365-Bzuwy,No,Masculino,0,Sí,No,17,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Mensual,Yes,Cheque Electronico,102.55,1742.5,Fiber Optic,3.42
0365-Gxezs,No,Masculino,0,Sí,No,18,Sí,No,Fibra Optica,No,No,Sí,Sí,No,No,Mensual,No,Cheque Electronico,78.2,1468.75,Fiber Optic,2.61
0365-Trtpy,No,Femenino,0,No,No,37,Sí,Sí,Fibra Optica,Sí,Sí,Sí,No,No,No,Mensual,No,Transferencia Bancaria (Automática),91.2,3382.3,Fiber Optic,3.04
0366-Nqshs,No,Masculino,0,No,No,2,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.35,46.35,No,0.64
0369-Zgovk,No,Femenino,0,Sí,Sí,28,Sí,No,Fibra Optica,No,No,No,No,No,No,Anual,Yes,Transferencia Bancaria (Automática),70.4,1992.2,Fiber Optic,2.35
0373-Aivnj,No,Masculino,0,No,No,9,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,Sí,No,No,No,Anual,No,Cheque Enviado,39.55,373.0,Dsl,1.32
0374-Aacsz,No,Femenino,0,No,No,1,Sí,No,Dsl,Sí,No,No,No,No,No,Mensual,No,Cheque Electronico,50.15,50.15,Dsl,1.67
0374-Fiuca,No,Masculino,0,Sí,No,65,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Tarjeta De Crédito (Automático),20.4,1414.45,No,0.68
0374-Ioegq,No,Femenino,0,No,No,3,Sí,No,Dsl,No,No,No,No,No,No,Mensual,No,Cheque Electronico,44.6,122.7,Dsl,1.49
0375-Hvgxo,Sí,Femenino,0,No,No,1,No,Sin Servicio De Teléfono,Dsl,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,34.7,34.7,Dsl,1.16
0376-Oiwme,No,Masculino,0,Sí,No,36,Sí,No,Fibra Optica,Sí,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,93.6,3366.05,Fiber Optic,3.12
0376-Ymcjc,Sí,Masculino,0,No,No,23,Sí,Sí,Fibra Optica,No,No,No,Sí,Sí,No,Mensual,Yes,Cheque Electronico,90.6,1943.2,Fiber Optic,3.02
0377-Jbkkt,No,Masculino,0,Sí,Sí,22,Sí,No,Dsl,Sí,Sí,No,Sí,No,No,Mensual,Yes,Cheque Enviado,57.95,1271.8,Dsl,1.93
0378-Cjkpv,No,Femenino,0,Sí,No,72,Sí,Sí,Fibra Optica,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),112.1,7965.95,Fiber Optic,3.74
0378-Nhqxu,Sí,Femenino,0,Sí,Sí,17,Sí,Sí,Fibra Optica,No,No,Sí,No,Sí,No,Mensual,No,Cheque Electronico,88.25,1460.65,Fiber Optic,2.94
0378-Tovms,Sí,Femenino,0,No,No,3,Sí,No,Fibra Optica,No,No,No,Sí,No,Sí,Mensual,No,Cheque Electronico,85.8,272.2,Fiber Optic,2.86
0378-Xszpu,Sí,Masculino,0,Sí,No,58,Sí,No,Dsl,Sí,Sí,Sí,No,No,No,Anual,No,Tarjeta De Crédito (Automático),60.3,3563.8,Dsl,2.01
0379-Djqhr,No,Masculino,0,Sí,Sí,67,Sí,No,Dsl,Sí,Sí,Sí,No,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),81.35,5398.6,Dsl,2.71
